statinfo,unit,currency\time	2019Q3 	2019Q2 	2019Q1 	2018Q4 	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 	1994Q4 	1994Q3 	1994Q2 	1994Q1 	1993Q4 	1993Q3 	1993Q2 	1993Q1 	1992Q4 	1992Q3 	1992Q2 	1992Q1 	1991Q4 	1991Q3 	1991Q2 	1991Q1 	1990Q4 	1990Q3 	1990Q2 	1990Q1 	1989Q4 	1989Q3 	1989Q2 	1989Q1 	1988Q4 	1988Q3 	1988Q2 	1988Q1 	1987Q4 	1987Q3 	1987Q2 	1987Q1 	1986Q4 	1986Q3 	1986Q2 	1986Q1 	1985Q4 	1985Q3 	1985Q2 	1985Q1 	1984Q4 	1984Q3 	1984Q2 	1984Q1 	1983Q4 	1983Q3 	1983Q2 	1983Q1 	1982Q4 	1982Q3 	1982Q2 	1982Q1 	1981Q4 	1981Q3 	1981Q2 	1981Q1 	1980Q4 	1980Q3 	1980Q2 	1980Q1 	1979Q4 	1979Q3 	1979Q2 	1979Q1 	1978Q4 	1978Q3 	1978Q2 	1978Q1 	1977Q4 	1977Q3 	1977Q2 	1977Q1 	1976Q4 	1976Q3 	1976Q2 	1976Q1 	1975Q4 	1975Q3 	1975Q2 	1975Q1 	1974Q4 	1974Q3 	1974Q2 	1974Q1 	1973Q4 	1973Q3 	1973Q2 	1973Q1 	1972Q4 	1972Q3 	1972Q2 	1972Q1 	1971Q4 	1971Q3 	1971Q2 	1971Q1 
END,NAC,INR	77.1615 	78.5240 	77.7190 	79.7298 	83.9160 	79.8130 	80.2960 	76.6055 	77.0690 	73.7445 	69.3965 	71.5935 	74.3655 	74.9603 	75.4298 	72.0215 	73.4805 	71.1873 	67.2738 	76.7190 	77.8564 	82.2023 	82.5784 	85.3660 	84.8440 	77.7210 	69.5660 	72.5600 	68.3480 	70.1200 	68.0420 	68.7130 	66.1190 	64.5620 	63.3450 	59.7580 	61.2470 	56.9930 	60.5140 	67.0400 	70.0010 	67.5180 	67.3920 	67.4370 	66.4750 	67.6730 	63.2800 	57.8620 	56.3640 	54.9490 	57.6320 	58.2180 	58.0570 	58.4230 	53.9920 	53.1130 	52.8950 	52.6340 	56.6830 	59.2590 	56.8850 	55.8790 	53.1860 	57.5780 	53.2990 	53.0420 	51.7290 	50.2930 	47.6760 	48.7430 	42.5510 	42.4950 	43.7570 	39.8920 	41.1840 	43.4290 	40.3240 	42.6840 	41.6540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,ISK	135.10 	141.70 	137.50 	133.20 	128.70 	123.40 	121.50 	125.05 	124.55 	117.83 	120.77 	119.13 	127.88 	136.75 	140.58 	141.32 	142.77 	147.25 	147.25 	154.27 	152.70 	154.07 	155.41 	158.50 	163.39 	161.10 	159.40 	169.80 	159.97 	158.23 	168.73 	158.84 	159.45 	165.72 	162.07 	153.80 	154.87 	156.75 	172.51 	179.88 	181.61 	179.41 	163.08 	0.00 	145.91 	125.42 	119.58 	91.90 	87.87 	84.26 	87.69 	93.13 	88.67 	97.01 	86.06 	74.57 	74.12 	78.71 	78.64 	83.60 	87.85 	88.33 	88.27 	89.46 	89.08 	87.61 	83.58 	84.74 	85.48 	86.18 	87.23 	91.48 	92.39 	88.92 	80.84 	78.80 	72.92 	73.10 	70.35 	72.83 	76.37 	77.03 	78.10 	81.30 	81.37 	78.69 	78.41 	79.70 	79.31 	79.77 	82.37 	83.89 	84.48 	84.38 	84.98 	85.73 	85.07 	84.40 	84.81 	84.39 	84.03 	83.35 	82.78 	80.94 	81.45 	82.13 	77.02 	77.40 	75.24 	74.54 	73.62 	74.0478 	72.5175 	71.6739 	73.5025 	75.1224 	74.3482 	73.5189 	73.2653 	72.2005 	65.6350 	60.7511 	58.6320 	54.1104 	51.9360 	52.6834 	48.3324 	45.9937 	44.4872 	44.3810 	44.3299 	42.4755 	41.6716 	39.7739 	39.3922 	36.6046 	32.8221 	30.5031 	28.2225 	28.8517 	24.4538 	24.2065 	24.8435 	23.4887 	23.8404 	24.3786 	19.3563 	15.6734 	13.5987 	10.9088 	10.1113 	8.87403 	8.22984 	7.76498 	7.87163 	7.72028 	7.25487 	6.57729 	5.56591 	5.60604 	5.30250 	4.56525 	4.39318 	4.24164 	3.98557 	3.20480 	3.17870 	2.54365 	2.35455 	2.18466 	2.14769 	2.13037 	2.06452 	2.02194 	1.97184 	1.98197 	1.90783 	1.99633 	1.95778 	1.45629 	1.39480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,JPY	117.59 	122.60 	124.45 	125.85 	131.23 	129.04 	131.15 	135.01 	132.82 	127.75 	119.55 	123.40 	113.09 	114.05 	127.90 	131.07 	134.69 	137.01 	128.95 	145.23 	138.11 	138.44 	142.42 	144.72 	131.78 	129.39 	120.87 	113.61 	100.37 	100.13 	109.56 	100.20 	103.79 	116.25 	117.61 	108.65 	113.68 	108.79 	125.93 	133.16 	131.07 	135.51 	131.17 	126.14 	150.47 	166.44 	157.37 	164.93 	163.55 	166.63 	157.32 	156.93 	149.34 	145.75 	142.42 	138.90 	136.25 	133.95 	138.44 	139.65 	137.17 	132.40 	126.97 	135.05 	128.80 	137.32 	129.18 	124.39 	119.67 	118.20 	115.51 	115.33 	109.02 	105.37 	110.74 	106.92 	94.94 	100.57 	98.53 	102.73 	112.67 	124.82 	127.81 	132.80 	158.66 	152.24 	142.94 	143.68 	134.87 	129.31 	143.58 	145.85 	140.18 	138.06 	136.67 	135.59 	130.23 	113.95 	116.80 	122.66 	122.26 	119.21 	118.75 	124.73 	123.84 	122.57 	138.08 	151.06 	167.20 	168.99 	165.42 	167.55 	163.55 	156.47 	168.57 	184.93 	181.86 	187.94 	190.08 	171.89 	153.96 	152.28 	145.77 	146.46 	148.59 	152.21 	155.22 	158.29 	165.10 	166.52 	167.73 	171.05 	159.07 	160.18 	168.05 	178.21 	179.08 	183.11 	182.21 	178.05 	181.08 	190.52 	193.01 	191.74 	202.43 	213.76 	220.79 	227.16 	249.58 	245.14 	245.86 	238.30 	248.03 	238.32 	253.97 	265.46 	295.35 	311.69 	325.99 	344.49 	319.30 	296.77 	283.46 	265.57 	248.37 	254.35 	280.24 	293.05 	301.12 	302.62 	311.03 	330.70 	318.90 	328.10 	337.07 	354.31 	348.75 	377.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,KRW	1304.83 	1315.35 	1276.46 	1277.93 	1285.75 	1296.72 	1310.89 	1279.61 	1351.83 	1304.56 	1194.54 	1269.36 	1229.76 	1278.48 	1294.88 	1280.78 	1328.27 	1251.27 	1192.58 	1324.80 	1330.34 	1382.04 	1465.98 	1450.93 	1451.84 	1494.24 	1425.03 	1406.23 	1439.33 	1441.00 	1512.98 	1498.69 	1594.92 	1543.19 	1554.51 	1499.06 	1550.65 	1499.59 	1525.11 	1666.97 	1723.95 	1802.43 	1840.63 	1839.13 	1726.30 	1652.22 	1566.97 	1377.96 	1297.59 	1247.73 	1253.02 	1224.81 	1198.02 	1206.08 	1176.09 	1184.42 	1254.96 	1239.85 	1316.49 	1410.05 	1429.39 	1404.45 	1401.42 	1506.32 	1340.15 	1364.38 	1366.78 	1243.76 	1204.89 	1188.32 	1153.31 	1161.55 	1190.68 	1102.82 	1175.54 	1177.08 	976.87 	1064.68 	1056.06 	1137.28 	1297.46 	1195.47 	1317.86 	1403.02 	1629.38 	1504.66 	1490.51 	1871.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,MKD	61.4950 	61.5752 	61.5449 	61.4950 	61.4950 	61.4919 	61.4943 	61.4950 	61.4686 	61.7033 	61.6939 	61.4791 	61.4940 	61.6949 	61.6942 	61.5947 	61.6947 	61.6958 	61.6065 	61.4814 	61.6534 	61.6850 	61.7010 	61.5113 	61.5004 	61.6625 	61.6294 	61.5000 	61.5108 	61.6160 	61.5096 	61.4994 	61.5040 	61.6200 	61.5162 	61.5050 	61.6363 	61.5467 	61.5200 	61.1732 	61.1741 	61.1642 	61.4135 	61.4123 	61.1689 	61.1741 	61.2664 	61.2016 	61.1940 	61.1708 	61.1670 	61.1940 	61.1969 	61.1741 	61.1655 	61.1702 	61.2264 	61.3035 	61.4229 	61.3100 	61.4428 	61.3126 	61.2966 	61.2931 	61.1635 	61.2818 	61.2277 	61.0707 	60.9918 	60.9657 	60.9506 	60.9610 	60.9433 	60.9564 	60.8766 	60.7868 	60.7640 	60.7498 	60.6876 	60.6173 	60.6187 	60.6422 	60.6131 	60.9144 	60.9611 	61.3381 	61.4662 	61.1631 	60.6901 	52.2416 	51.8250 	51.2971 	50.8406 	50.3619 	49.2863 	48.6655 	49.0340 	48.7398 	48.6956 	49.7911 	49.2941 	51.2161 	52.9724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,MXN	21.4522 	21.8201 	21.6910 	22.4921 	21.7800 	22.8817 	22.5249 	23.6612 	21.4614 	20.5839 	20.0175 	21.7719 	21.7389 	20.6347 	19.5903 	18.9145 	18.9768 	17.5332 	16.5124 	17.8679 	16.9977 	17.7124 	18.0147 	18.0731 	17.8462 	17.0413 	15.8146 	17.1845 	16.6086 	16.8755 	17.0222 	18.0512 	18.5936 	16.9765 	16.9276 	16.5475 	17.1258 	15.7363 	16.6573 	18.9223 	19.7454 	18.5537 	18.7623 	19.2333 	15.7126 	16.2298 	16.8983 	16.0732 	15.4901 	14.5956 	14.6566 	14.2899 	13.9283 	14.3818 	13.2164 	12.5945 	12.9878 	13.0000 	14.5086 	15.2235 	14.1578 	14.0257 	13.6662 	14.1807 	12.8045 	11.8925 	11.7443 	10.9605 	10.0922 	9.9665 	7.8427 	8.0466 	8.6805 	7.6969 	8.3929 	8.9255 	8.2914 	9.4245 	8.8773 	9.5320 	9.9917 	9.7374 	10.2562 	11.5392 	11.9423 	9.8641 	9.1682 	8.9003 	8.6488 	8.9841 	9.2140 	9.8692 	9.4884 	9.5361 	9.6691 	10.1977 	8.3783 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,MYR	4.5592 	4.7082 	4.5838 	4.7317 	4.7890 	4.7080 	4.7658 	4.8536 	4.9827 	4.8986 	4.7313 	4.7287 	4.6148 	4.4301 	4.4078 	4.6959 	4.9237 	4.2185 	3.9873 	4.2473 	4.1314 	4.3856 	4.4976 	4.5221 	4.4103 	4.1340 	3.9650 	4.0347 	3.9596 	3.9960 	4.0916 	4.1055 	4.3112 	4.3626 	4.2983 	4.0950 	4.2101 	3.9730 	4.3968 	4.9326 	5.0679 	4.9681 	4.8514 	4.8048 	4.9238 	5.1509 	5.0575 	4.8682 	4.8315 	4.6626 	4.6047 	4.6490 	4.6684 	4.6714 	4.4580 	4.4584 	4.5389 	4.5960 	4.9250 	5.1802 	4.7164 	4.6189 	4.6461 	4.8019 	4.4289 	4.3431 	4.1401 	3.9857 	3.7470 	3.7909 	3.3148 	3.3475 	3.4749 	3.2226 	3.3543 	3.5380 	3.3288 	3.6295 	3.6288 	3.8148 	4.0529 	3.9239 	4.0814 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,NOK	9.8953 	9.6938 	9.6590 	9.9483 	9.4665 	9.5115 	9.6770 	9.8403 	9.4125 	9.5713 	9.1683 	9.0863 	8.9865 	9.3008 	9.4145 	9.6030 	9.5245 	8.7910 	8.7035 	9.0420 	8.1190 	8.4035 	8.2550 	8.3630 	8.1140 	7.8845 	7.5120 	7.3483 	7.3695 	7.5330 	7.6040 	7.7540 	7.8880 	7.7875 	7.8330 	7.8000 	7.9680 	7.9725 	8.0135 	8.3000 	8.4600 	9.0180 	8.8900 	9.7500 	8.3330 	8.0090 	8.0510 	7.9580 	7.7185 	7.9725 	8.1190 	8.2380 	8.2350 	7.9360 	7.9675 	7.9850 	7.8770 	7.9155 	8.2060 	8.2365 	8.3410 	8.4365 	8.4360 	8.4141 	8.1840 	8.2935 	7.8995 	7.2756 	7.3415 	7.4305 	7.7030 	7.9515 	8.1100 	7.8865 	8.0570 	8.2335 	8.0255 	8.1850 	8.0885 	8.0765 	8.2810 	8.1045 	8.3475 	8.8714 	8.6826 	8.4028 	8.1897 	8.1138 	7.8945 	8.2780 	7.7222 	8.0605 	8.1791 	8.1761 	8.2266 	8.3119 	8.2675 	8.2921 	8.2976 	8.3175 	8.4059 	8.3785 	8.3991 	8.3876 	8.3393 	8.2887 	8.2526 	8.3849 	8.0042 	8.0221 	8.0200 	8.0167 	8.0125 	8.0076 	8.0004 	8.0230 	7.9782 	7.9256 	7.9201 	7.8930 	7.6200 	7.5544 	7.5648 	7.6863 	7.6384 	7.5595 	7.8171 	8.1238 	7.5822 	7.6044 	7.8250 	7.9181 	7.5999 	7.3381 	6.7843 	6.7349 	6.5961 	6.4767 	6.4676 	6.4425 	6.4675 	6.4243 	6.4513 	6.3811 	6.3061 	6.5032 	6.6605 	6.8259 	6.4848 	6.0171 	6.0801 	6.2994 	6.3283 	6.3465 	6.4941 	6.7642 	6.8121 	6.9167 	6.7523 	7.0855 	6.9643 	6.9642 	6.9032 	6.9084 	6.7594 	6.7176 	6.7088 	6.3200 	6.2838 	6.0269 	5.8737 	5.8436 	5.9086 	6.1234 	6.2096 	6.4529 	6.5776 	6.3363 	6.3797 	6.5250 	6.5524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,NZD	1.7375 	1.6960 	1.6500 	1.7056 	1.7505 	1.7247 	1.7098 	1.6850 	1.6354 	1.5554 	1.5309 	1.5158 	1.5369 	1.5616 	1.6411 	1.5923 	1.7568 	1.6548 	1.4388 	1.5525 	1.6209 	1.5626 	1.5952 	1.6762 	1.6296 	1.6792 	1.5308 	1.6045 	1.5536 	1.5746 	1.6254 	1.6737 	1.7660 	1.7468 	1.8598 	1.7200 	1.8436 	1.7761 	1.9024 	1.9803 	2.0287 	2.1656 	2.3288 	2.4191 	2.1143 	2.0632 	2.0079 	1.9024 	1.8737 	1.7502 	1.8644 	1.8725 	1.9427 	2.0864 	1.9774 	1.7270 	1.7414 	1.7387 	1.8237 	1.8871 	1.8414 	1.9210 	1.8365 	1.9244 	1.9538 	1.9569 	1.9721 	1.9975 	2.0936 	2.0397 	1.9825 	2.1215 	2.2395 	2.1045 	2.1962 	2.1120 	2.1510 	2.0310 	1.9328 	1.9357 	2.0649 	1.9404 	2.0243 	2.2089 	2.3338 	2.1181 	1.9426 	1.8943 	1.7369 	1.6684 	1.6740 	1.7700 	1.7941 	1.8350 	1.8881 	2.0105 	2.0022 	2.0089 	2.0581 	1.9198 	2.0591 	2.0214 	2.0527 	1.9976 	2.1363 	2.1613 	2.2580 	2.3535 	2.6033 	2.4652 	2.2718 	2.4809 	2.1682 	1.9658 	2.0446 	2.3205 	2.1337 	2.0982 	2.0826 	2.0134 	1.8685 	1.8466 	1.7906 	1.8612 	1.8028 	1.6954 	1.9110 	1.9772 	1.7353 	1.9086 	2.0159 	2.0292 	2.1055 	1.7786 	1.7535 	1.7705 	1.5063 	1.5201 	1.5603 	1.4878 	1.5093 	1.2680 	1.2940 	1.2610 	1.3062 	1.3615 	1.4158 	1.3225 	1.2965 	1.2927 	1.2978 	1.3166 	1.3002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,PHP	56.553 	58.335 	59.075 	60.113 	62.648 	62.174 	64.374 	59.795 	60.050 	57.575 	53.658 	52.268 	54.015 	52.241 	52.284 	50.999 	52.347 	50.474 	48.057 	54.436 	56.597 	59.652 	61.726 	61.289 	58.765 	56.445 	52.296 	54.107 	53.961 	53.055 	57.281 	56.754 	59.039 	62.619 	61.559 	58.300 	59.869 	56.873 	60.920 	66.507 	69.318 	67.865 	64.320 	65.930 	67.300 	70.867 	65.715 	60.724 	63.841 	62.461 	64.200 	64.546 	63.490 	67.519 	61.888 	62.719 	67.465 	67.685 	71.199 	76.510 	69.835 	68.220 	68.646 	70.171 	63.957 	61.037 	58.316 	56.318 	51.694 	50.204 	44.514 	45.437 	46.957 	44.459 	43.738 	46.562 	40.441 	41.263 	39.287 	40.407 	43.681 	39.239 	41.647 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,PLN	4.3782 	4.2496 	4.3006 	4.3014 	4.2774 	4.3732 	4.2106 	4.1770 	4.3042 	4.2259 	4.2265 	4.4103 	4.3192 	4.4362 	4.2576 	4.2639 	4.2448 	4.1911 	4.0854 	4.2732 	4.1776 	4.1568 	4.1719 	4.1543 	4.2288 	4.3376 	4.1804 	4.0740 	4.1038 	4.2488 	4.1522 	4.4580 	4.4050 	3.9903 	4.0106 	3.9750 	3.9847 	4.1470 	3.8673 	4.1045 	4.2295 	4.4520 	4.6885 	4.1535 	3.3967 	3.3513 	3.5220 	3.5935 	3.7730 	3.7677 	3.8668 	3.8310 	3.9713 	4.0546 	3.9425 	3.8600 	3.9185 	4.0388 	4.0807 	4.0845 	4.3797 	4.5236 	4.7336 	4.7019 	4.6227 	4.4775 	4.4200 	4.0210 	4.0926 	4.0598 	3.5902 	3.4953 	3.8598 	3.3696 	3.6062 	3.8498 	3.9825 	4.1835 	3.9632 	4.1587 	4.3687 	4.0580 	4.2947 	4.0895 	4.1913 	3.8165 	3.7101 	3.8802 	3.8070 	3.7132 	3.5723 	3.6030 	3.5303 	3.4196 	3.3211 	3.2435 	3.2078 	3.1452 	3.2173 	2.9979 	2.8811 	2.7033 	2.5539 	2.3813 	2.3209 	2.0640 	1.9972 	1.9092 	1.9445 	1.8137 	1.6787 	1.4693 	1.3665 	1.2989 	1.1402 	1.2951 	1.2497 	1.1731 	1.1465 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,RON	4.7496 	4.7343 	4.7608 	4.6635 	4.6638 	4.6631 	4.6565 	4.6585 	4.5993 	4.5523 	4.5525 	4.5390 	4.4537 	4.5234 	4.4718 	4.5240 	4.4176 	4.4725 	4.4098 	4.4828 	4.4102 	4.3830 	4.4592 	4.4710 	4.4620 	4.4603 	4.4193 	4.4445 	4.5383 	4.4513 	4.3820 	4.3233 	4.3575 	4.2435 	4.1221 	4.2620 	4.2718 	4.3700 	4.0970 	4.2363 	4.2180 	4.2072 	4.2385 	4.0225 	3.7413 	3.6415 	3.7268 	3.6077 	3.3441 	3.1340 	3.3547 	3.3835 	3.5362 	3.5703 	3.5198 	3.6802 	3.5603 	3.6030 	3.6767 	3.9390 	4.1135 	4.0626 	4.0963 	4.1158 	3.8435 	3.7660 	3.6250 	3.5135 	3.2578 	3.3408 	2.8751 	2.7817 	2.7876 	2.4719 	2.4330 	2.4142 	2.1187 	2.0416 	1.8615 	1.8345 	1.7560 	1.6388 	1.6059 	1.2814 	1.0823 	0.9501 	0.9137 	0.8859 	0.8473 	0.7946 	0.8100 	0.5182 	0.4096 	0.3809 	0.3753 	0.3384 	: 	0.265235 	0.247389 	0.217348 	0.217920 	0.201936 	0.190516 	0.142359 	0.107020 	0.0853370 	0.0718350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
END,NAC,RSD	117.5283 	117.9121 	117.9720 	118.1946 	118.4179 	118.0676 	118.3853 	118.4727 	119.3659 	120.8486 	123.9679 	123.4723 	123.2929 	123.3115 	122.9245 	121.6261 	119.7491 	120.6042 	120.2153 	120.9583 	118.8509 	115.7853 	115.3845 	114.6421 	114.6044 	114.1715 	111.9575 	113.7183 	115.0320 	115.8203 	111.3643 	104.6409 	101.1732 	102.4631 	103.5951 	105.4982 	106.1748 	104.3704 	99.7604 	95.8888 	93.0114 	93.4415 	94.7778 	88.6010 	76.5972 	78.9784 	82.3146 	79.2362 	78.8606 	79.0254 	81.5742 	79.0000 	82.0000 	86.0000 	86.9005 	85.2000 	84.7000 	82.7750 	81.0520 	78.8850 	75.0001 	72.1759 	69.8000 	68.3129 	65.9556 	64.2679 	64.3829 	61.5152 	60.9298 	60.5769 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
